id,overall_quality_of_services_3_01,overall_quality_of_services_3_02,overall_appearance_of_durham_3_03,overall_management_of_develo_3_04,overall_image_of_durham_3_05,overall_quality_of_life_in_d_3_06,overall_quality_of_life_in_y_3_07,overall_value_you_receive_fo_3_08,do_your_monthly_housing_cost_12_01,are_you_able_to_find_housing_12_02,do_you_have_major_home_repai_12_03,ease_of_travel_by_walking_18_01,ease_of_travel_by_biking_18_02,ease_of_travel_by_bus_godu_18_03,quality_of_downtown_parking_18_04,the_ability_in_your_neighbo_18_05,as_a_place_to_live_24_01,as_a_place_to_work_24_02,as_a_place_to_play_24_03,as_a_place_to_raise_childre_24_04,as_a_place_to_educate_child_24_05,as_a_place_to_retire_24_06,as_a_place_to_visit_24_07,as_a_place_to_start_a_busin_24_08,as_a_community_that_is_movi_24_09,have_you_or_someone_in_your_househol_26,approximately_how_many_years_have_yo_28,what_is_your_age_29,what_is_your_gender_30,do_you_own_or_rent_your_current_resi_31,asianpacific_islander_32_01,white_32_02,native_americaninuit_32_03,blackafrican_american_32_04,other_32_05,please_define_other_32_5,are_you_of_hispanic_latino_or_spa_33,primary_language,please_define_other_34_3,how_might_we_better_provide_service_34a,would_you_say_your_total_annual_hous_35,city,state,zip,pac_zone,inside_city_of_durham,block_lon,block_lat
649,NA,1,4,NA,NA,2,4,NA,1,1,2,5,1,4,NA,5,3,NA,2,NA,NA,4,3,NA,NA,2,8,4,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,1,Durham,NC,27703,NA,N,-78824000,35969000
650,3,4,3,2,4,2,4,3,2,1,1,2,3,3,2,4,4,5,3,4,3,2,5,5,4,1,5,1,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27713,4,Y,-78910000,35915000
651,4,4,4,2,4,5,4,NA,1,2,2,4,NA,NA,2,5,5,4,4,4,3,4,5,5,5,2,3,1,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27701,2,Y,-78898000,36004000
652,3,3,3,3,3,2,3,3,2,2,2,3,NA,NA,2,3,3,NA,NA,3,4,NA,4,4,5,2,37,3,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27704,2,Y,-78870000,36033000
653,NA,3,4,2,3,3,4,3,2,NA,NA,NA,NA,NA,3,4,4,4,3,3,3,3,3,4,3,2,58,4,1,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27712,NA,N,-78959000,36093000
654,NA,NA,4,4,4,5,5,4,2,1,2,2,2,NA,4,5,4,4,2,4,2,5,4,4,5,2,10,1,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27713,4,Y,-78918000,35897000
655,3,3,2,2,2,2,3,3,1,2,2,3,3,2,3,2,3,3,3,3,3,2,2,3,3,2,4,1,1,2,1,NA,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27705,3,Y,-78949000,36009000
656,4,NA,4,3,4,4,4,4,2,1,2,2,3,3,4,4,4,5,4,3,3,3,4,5,4,2,3,1,2,1,NA,2,NA,NA,NA,NA,1,English,NA,NA,3,Durham,NC,27701,1,Y,-78888000,36002000
657,3,3,4,2,4,3,2,2,2,1,2,4,2,3,4,2,4,4,4,2,2,4,4,3,2,2,NA,2,2,1,NA,2,NA,NA,NA,NA,1,English,NA,NA,3,Durham,NC,27701,1,Y,-78887000,36000000
658,4,4,3,3,4,4,5,5,2,1,2,5,NA,NA,3,4,5,NA,NA,NA,NA,5,3,NA,4,2,3,4,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27713,4,Y,-78922000,35918000
659,2,3,2,1,1,1,3,1,2,2,1,3,3,NA,3,4,1,1,3,1,1,1,1,1,1,2,52,4,3,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27703,NA,N,-78799000,35972000
660,2,2,1,3,3,3,2,2,2,2,1,3,3,3,3,2,3,4,3,3,3,3,4,3,3,2,64,4,1,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27701,2,Y,-78881000,36012000
661,3,3,4,4,4,4,4,3,2,1,2,NA,NA,NA,3,5,4,4,3,3,3,3,5,NA,4,2,4,1,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27703,1,Y,-78802000,35962000
662,3,3,2,1,2,3,4,3,2,NA,2,NA,NA,NA,2,4,3,2,2,2,3,3,2,2,3,2,55,5,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,1,Durham,NC,27712,2,Y,-78942000,36077000
663,4,4,4,4,4,4,5,3,1,1,1,3,NA,NA,4,4,5,4,4,4,3,4,4,4,4,2,4,4,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27704,2,Y,-78862000,36052000
664,4,4,3,2,4,4,4,1,1,2,1,4,4,3,3,4,4,4,3,2,2,1,4,1,2,2,12,1,1,1,NA,2,NA,NA,NA,NA,1,English,NA,NA,2,Durham,NC,27705,2,Y,-78915000,36014000
665,3,4,3,3,3,4,5,3,1,1,2,3,3,3,3,5,5,5,4,4,4,4,4,4,4,2,24,3,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Bahama,NC,27503,NA,N,-78859000,36153000
666,4,4,4,4,5,5,5,4,2,1,2,1,1,1,2,4,5,NA,4,NA,NA,NA,5,NA,5,2,4,1,2,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27707,3,Y,-78963000,35962000
667,5,5,2,1,3,4,4,1,NA,1,2,4,4,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,1,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27701,2,Y,-78901000,36017000
668,5,5,5,5,5,5,5,5,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,14,4,2,2,1,NA,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27703,4,Y,-78881000,35937000
669,4,4,4,4,4,4,4,4,2,1,2,4,4,4,4,5,4,4,4,4,1,4,4,4,4,2,20,2,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27703,1,Y,-78804000,36009000
670,3,1,2,1,1,3,2,1,1,2,1,2,NA,NA,2,1,4,4,2,2,2,3,3,3,2,1,22,NA,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27701,1,Y,-78890000,35998000
671,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,3,NA,2,3,3,4,4,3,3,3,3,3,2,1,55,4,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27704,2,Y,-78870000,36031000
672,4,4,4,4,4,4,3,NA,2,1,2,2,2,NA,3,3,4,4,3,4,4,4,2,3,4,2,3,1,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27713,4,Y,-78903000,35905000
673,3,3,3,1,4,4,5,2,2,1,2,4,3,3,4,5,5,5,3,4,3,5,4,NA,5,2,32,4,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27701,2,Y,-78893000,36010000
674,4,4,4,4,2,3,4,4,2,1,2,2,3,3,1,3,5,3,4,4,4,4,4,3,4,2,NA,5,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27707,4,Y,-78881000,35960000
675,4,4,4,4,4,4,4,4,2,NA,2,4,4,NA,4,5,4,4,4,NA,NA,4,4,4,4,2,NA,2,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,NA,Durham,NC,27712,2,Y,-78954000,36063000
676,NA,NA,2,1,NA,2,NA,NA,1,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham,NC,27704,2,Y,-78906000,36026000
677,4,4,2,2,4,4,4,4,2,1,2,1,1,1,4,2,4,4,4,4,4,4,4,3,4,2,16,3,1,2,NA,2,NA,NA,NA,NA,1,English,NA,NA,2,Durham,NC,27712,2,Y,-78890000,36081000
678,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,2,3,4,4,4,4,4,4,NA,NA,NA,2,8,3,2,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,4,Durham,NC,27705,NA,N,-78988000,36003000
679,NA,NA,NA,NA,3,4,4,3,2,1,2,1,2,NA,4,4,4,3,4,3,3,4,3,3,3,2,20,4,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27707,3,Y,-78959000,35951000
680,4,4,3,NA,4,4,4,3,2,1,2,3,3,3,4,5,4,4,4,4,4,4,4,4,4,2,25,3,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27705,3,Y,-78963000,36018000
681,4,NA,4,NA,3,4,4,3,2,1,2,NA,NA,NA,3,4,4,4,4,4,3,4,4,3,4,2,47,4,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27705,2,Y,-78977000,36050000
682,4,3,4,5,4,5,4,4,2,1,2,2,NA,NA,4,4,5,5,5,4,2,4,4,3,4,2,40,5,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27712,2,Y,-78977000,36073000
683,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,3,NA,4,5,5,5,5,5,4,5,5,5,5,2,25,3,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,1,Durham,NC,27705,3,Y,-78963000,35978000
684,3,3,4,3,4,4,4,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,4,1,2,1,NA,NA,NA,NA,NA,2,Other,Telugu,NA,1,Durham,NC,27705,3,Y,-78971000,36025000
685,4,4,4,4,4,4,4,2,2,NA,1,2,2,NA,3,2,4,3,2,3,2,2,2,NA,3,2,50,5,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27712,2,Y,-78957000,36064000
686,5,3,4,4,5,5,5,5,1,1,1,NA,NA,NA,1,5,5,5,5,5,5,3,5,3,4,2,30,2,2,2,NA,2,NA,NA,NA,NA,1,English,NA,NA,3,Durham,NC,27712,2,Y,-78959000,36057000
687,4,4,4,4,4,4,4,3,1,1,2,4,4,4,3,4,4,4,4,4,4,4,4,3,4,2,NA,1,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27705,NA,N,-78995000,35984000
688,3,3,4,4,4,5,5,3,2,1,2,4,4,NA,4,5,5,5,5,5,4,5,5,5,4,2,40,5,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27707,3,Y,-78961000,35944000
689,1,1,1,1,1,1,4,1,NA,NA,NA,1,1,NA,1,3,1,3,1,1,1,1,1,1,1,2,13,2,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27712,2,Y,-78871000,36108000
690,4,3,4,4,4,3,4,2,1,2,1,NA,NA,NA,1,5,4,4,4,4,4,4,5,4,5,1,30,2,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27705,2,Y,-78922000,36045000
691,4,4,4,2,4,4,5,4,2,NA,2,NA,NA,NA,4,NA,5,NA,5,NA,NA,5,5,4,5,2,13,4,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27705,3,Y,-78961000,35978000
692,4,5,4,3,4,2,4,1,2,1,NA,4,4,NA,1,4,4,3,3,4,4,4,3,4,4,2,51,3,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27703,1,Y,NA,NA
693,4,NA,2,2,2,4,4,3,2,NA,2,3,NA,NA,3,3,4,4,4,4,3,4,4,NA,3,2,30,4,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27705,2,Y,-78948000,36061000
694,1,1,1,1,3,1,4,1,1,2,NA,3,3,3,1,1,2,2,2,2,2,2,2,2,2,2,40,3,2,2,NA,NA,NA,4,5,Native Indian,2,English,NA,NA,1,Durham,NC,27707,4,Y,-78886000,35966000
695,4,4,4,4,4,4,4,4,2,1,2,3,NA,NA,4,4,4,NA,4,4,4,4,4,4,4,2,65,5,1,2,NA,2,NA,NA,NA,NA,1,Spanish,NA,NA,1,Durham,NC,27703,1,Y,-78817000,35975000
696,4,4,3,2,4,4,5,5,2,2,2,3,4,NA,4,5,5,5,5,5,5,5,3,NA,4,2,13,4,1,1,NA,2,NA,NA,NA,NA,1,English,NA,NA,3,Durham,NC,27705,3,Y,-78982000,35985000
697,4,4,4,1,3,4,4,4,2,2,2,4,NA,4,3,4,4,4,4,NA,NA,4,4,NA,3,2,29,4,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,1,Durham,NC,27705,2,Y,-78935000,36016000
698,4,4,3,4,2,5,5,4,2,1,2,4,4,NA,4,5,5,5,5,4,3,5,4,5,5,2,15,4,1,2,NA,2,NA,NA,NA,NA,1,English,NA,NA,3,Durham,NC,27705,2,Y,-78946000,36054000
699,4,3,3,3,4,4,3,3,2,1,2,2,2,NA,2,3,4,3,3,4,4,2,3,NA,3,2,15,2,1,1,NA,2,NA,NA,NA,NA,1,English,NA,NA,4,Durham,NC,27707,3,Y,-78935000,35951000
700,3,4,3,NA,3,3,3,3,NA,NA,NA,4,NA,NA,NA,5,4,NA,3,NA,NA,4,4,4,4,2,27,5,1,2,NA,2,NA,NA,NA,NA,1,English,NA,NA,3,Durham,NC,27705,2,Y,-78939000,36050000
701,3,NA,2,4,4,5,5,3,2,1,2,2,3,NA,2,4,5,5,5,4,3,5,4,4,5,2,35,3,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27705,3,Y,-78946000,35977000
702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,3,4,4,4,3,3,2,3,4,NA,NA,2,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Durham,NC,27712,2,Y,-78936000,36081000
703,3,3,3,3,4,4,5,3,2,1,2,1,1,NA,NA,3,5,5,4,5,3,4,4,3,4,2,31,3,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27707,3,Y,-78950000,35939000
704,3,3,2,3,2,3,4,3,1,2,1,NA,NA,NA,2,NA,3,3,2,3,3,1,3,2,3,2,20,2,1,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27701,2,Y,-78905000,36018000
705,4,3,4,3,4,4,5,4,2,1,2,3,NA,NA,2,4,4,4,4,NA,NA,4,4,3,4,2,15,4,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27712,2,Y,-78935000,36081000
706,3,3,3,3,3,2,4,2,NA,1,2,3,NA,NA,2,3,3,NA,3,NA,NA,3,3,NA,3,2,6,4,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27704,1,Y,NA,NA
707,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,1,1,2,76,5,2,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,1,Durham,NC,27704,NA,N,-78810000,36027000
708,3,3,3,3,3,NA,4,3,2,1,2,2,2,2,2,5,4,3,3,4,3,3,3,4,2,2,25,3,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27707,NA,N,-78995000,35938000
709,2,2,2,2,2,3,4,1,1,2,1,2,4,2,1,4,2,4,4,2,2,2,4,2,1,1,25,3,1,2,NA,2,NA,NA,NA,NA,1,Spanish,NA,NA,1,Durham,NC,27707,3,Y,-78942000,35962000
710,3,3,3,NA,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,5,5,NA,NA,2,52,5,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,NA,Durham,NC,27707,3,Y,-78940000,35961000
711,1,1,1,1,1,NA,1,1,2,1,2,1,NA,1,1,3,2,1,1,1,1,1,1,1,1,1,30,1,2,1,NA,NA,NA,4,NA,NA,1,English,NA,NA,3,Durham,NC,27713,3,Y,-78930000,35945000
712,4,4,3,4,2,3,4,2,1,1,1,2,2,3,2,4,3,3,3,3,3,2,3,3,3,2,20,2,1,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27703,1,Y,-78804000,36010000
713,5,4,4,4,5,4,4,4,2,1,1,2,2,4,3,4,4,4,4,4,4,4,4,3,4,2,30,2,2,1,NA,2,NA,NA,NA,NA,1,Spanish,NA,NA,1,Durham,NC,27704,1,Y,-78854000,36009000
714,3,3,2,3,2,3,4,4,2,1,2,3,NA,NA,2,4,4,NA,3,2,2,2,4,NA,2,2,5,3,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27703,4,Y,-78815000,35920000
715,2,3,3,3,2,NA,2,3,1,1,2,2,3,3,3,3,4,4,NA,NA,NA,4,4,3,3,2,11,3,1,1,1,NA,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27703,4,Y,-78823000,35927000
716,3,3,2,4,3,3,4,2,1,NA,2,3,3,3,3,3,4,4,3,2,3,4,4,3,4,2,5,5,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27704,1,Y,-78816000,36019000
717,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,3,NA,2,4,4,4,4,4,4,2,4,4,3,2,35,5,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27704,2,Y,-78911000,36059000
718,4,4,4,2,2,4,5,4,1,1,1,2,NA,4,4,4,4,4,4,NA,NA,4,4,5,4,2,19,2,1,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27703,1,Y,NA,NA
719,NA,4,4,NA,4,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,2,70,5,1,1,NA,NA,NA,4,NA,NA,1,English,NA,NA,2,Durham,NC,27703,NA,N,-78753000,35934000
720,3,NA,2,2,3,4,2,3,2,NA,2,NA,NA,NA,3,2,4,4,3,3,NA,NA,4,NA,4,2,20,2,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27701,1,Y,-78877000,35998000
721,5,5,5,5,5,5,5,5,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,10,2,1,1,1,NA,NA,NA,NA,NA,2,Other,Tagalog,NA,4,Durham,NC,27712,2,Y,-78976000,36076000
722,4,NA,3,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,2,4,4,4,4,4,NA,4,4,NA,NA,2,73,5,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,NA,Durham,NC,27707,3,Y,-78962000,35929000
723,3,3,3,3,3,3,3,3,1,NA,1,3,3,3,3,3,4,3,3,4,3,3,3,3,3,2,38,2,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27704,2,Y,NA,NA
724,4,4,4,4,3,3,4,4,1,1,2,NA,NA,NA,3,2,3,3,3,3,3,3,3,3,3,2,36,2,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,NA,Durham,NC,27701,1,Y,NA,NA
725,4,2,2,4,4,4,2,2,1,1,1,2,2,2,2,2,4,4,4,2,2,2,3,2,4,2,12,1,2,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27704,1,Y,NA,NA
726,3,2,3,3,4,4,5,2,1,NA,1,3,3,3,2,3,4,4,4,4,4,4,4,4,4,2,60,4,2,1,NA,2,NA,NA,NA,NA,1,English,NA,NA,1,Rougemont,NC,27572,NA,N,-78902000,36232000
727,2,2,2,1,1,2,4,1,NA,NA,NA,NA,NA,NA,3,3,2,3,3,1,1,3,1,3,3,2,43,3,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27703,NA,N,-78805000,35970000
728,3,3,3,NA,3,4,4,2,2,2,2,NA,NA,NA,NA,3,4,4,4,4,4,3,4,4,4,2,7,3,2,1,NA,2,NA,NA,NA,NA,1,English,NA,NA,2,Durham,NC,27707,3,Y,-78950000,35932000
729,4,4,4,2,4,4,5,3,2,1,2,2,2,NA,3,3,5,5,4,4,4,4,5,NA,5,2,23,2,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27705,3,Y,-78971000,35979000
730,4,4,3,2,2,4,5,3,2,1,2,3,4,NA,3,5,4,NA,4,4,2,4,NA,NA,3,2,47,5,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27707,3,Y,-78933000,35985000
731,4,3,3,3,3,4,3,3,2,1,2,1,1,3,2,3,4,3,4,3,2,4,3,3,3,2,36,4,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27707,3,Y,-78969000,35944000
732,4,2,4,3,2,2,4,3,1,2,1,2,2,3,4,1,4,3,2,2,2,2,2,NA,3,1,22,2,2,1,NA,2,NA,NA,NA,NA,1,Spanish,NA,Health care access,2,Durham,NC,27712,2,Y,-78962000,36046000
733,3,3,3,3,3,3,4,NA,2,NA,NA,NA,NA,NA,2,4,4,4,3,4,2,3,3,2,3,2,53,5,2,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27707,3,Y,-78953000,35927000
734,3,3,3,1,NA,NA,4,2,NA,NA,NA,1,2,NA,2,4,4,4,4,4,3,4,4,NA,4,2,38,4,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27705,3,Y,-78965000,35981000
735,4,4,4,4,4,4,4,4,2,1,2,3,3,NA,3,3,4,4,4,4,4,3,4,3,3,2,50,5,2,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27707,3,Y,-78942000,35951000
736,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,3,3,3,4,4,4,4,4,4,4,4,4,3,2,8,2,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27713,4,Y,-78908000,35924000
737,3,3,3,3,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,4,4,NA,3,3,3,4,4,NA,4,2,63,4,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27707,4,Y,-78897000,35958000
738,5,5,5,5,5,5,5,5,2,1,2,4,NA,NA,1,5,4,4,4,4,NA,4,4,4,4,2,23,5,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27705,2,Y,-78941000,36031000
739,4,4,2,2,2,4,4,4,2,1,2,2,3,3,2,2,4,4,4,4,4,4,2,4,4,2,NA,2,2,1,1,NA,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27707,3,Y,-78988000,35941000
740,3,NA,3,NA,3,3,4,2,1,NA,1,3,3,NA,3,4,4,4,3,4,4,4,4,4,3,2,71,5,1,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27705,2,Y,-78917000,36015000
741,4,4,4,2,3,4,4,2,2,1,1,4,4,NA,4,4,4,4,4,4,4,4,4,4,4,2,20,2,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27701,2,Y,-78903000,36017000
742,4,4,4,4,3,4,5,4,2,1,NA,NA,NA,NA,2,5,4,4,4,4,NA,4,4,NA,4,2,6,5,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,1,Durham,NC,27703,1,Y,-78784000,35938000
743,5,4,2,2,4,2,5,NA,1,2,NA,NA,NA,NA,2,5,5,NA,4,NA,NA,5,4,3,5,2,14,5,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27704,1,Y,NA,NA
744,3,3,2,3,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,4,5,3,4,2,56,5,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27705,3,Y,-78950000,35975000
745,4,4,4,4,3,4,4,3,2,NA,2,3,NA,NA,3,4,4,4,4,4,4,4,4,3,3,2,39,2,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27703,1,Y,NA,NA
746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,3,1,4,4,2,2,2,3,4,3,3,2,5,2,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27703,1,Y,-78796000,35982000
747,2,2,3,1,1,3,4,1,1,2,1,2,1,NA,1,2,2,1,3,3,2,1,4,1,1,1,15,1,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27705,2,Y,-78977000,36037000
748,4,4,4,4,3,3,4,3,2,1,2,4,3,NA,NA,4,4,4,NA,NA,NA,3,4,4,3,2,35,3,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27705,3,Y,-78938000,35977000
749,4,4,5,4,4,5,5,4,2,1,2,5,NA,NA,2,5,5,5,5,5,4,NA,3,NA,4,2,15,3,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27705,2,Y,-78970000,36039000
750,3,3,2,2,2,3,4,2,2,1,NA,3,NA,NA,2,2,2,4,2,3,2,1,3,NA,2,2,5,2,2,2,1,NA,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27705,3,Y,-78963000,35975000
751,4,4,4,4,4,5,5,4,1,2,1,3,3,3,3,2,5,5,5,5,5,5,5,5,5,1,17,2,2,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,1,Durham,NC,27703,1,Y,-78854000,35966000
752,2,2,4,4,3,4,2,2,1,2,1,4,4,1,2,2,2,3,1,1,1,1,2,2,3,2,20,3,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27703,1,Y,NA,NA
753,4,3,4,4,4,4,4,2,2,1,2,5,4,3,3,5,4,NA,4,4,3,4,5,NA,4,2,7,1,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27701,2,Y,-78893000,36007000
754,4,4,4,4,4,4,5,4,NA,NA,2,1,4,NA,3,5,5,5,3,4,4,4,4,3,4,2,43,2,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27712,2,Y,-78919000,36094000
755,4,4,4,4,5,5,5,4,2,1,2,4,NA,NA,4,5,5,5,5,5,4,5,5,NA,5,2,23,3,2,2,NA,NA,NA,NA,NA,NA,1,English,NA,NA,2,Durham,NC,27707,4,Y,-78927000,35970000
756,4,4,4,4,4,4,4,4,2,1,1,NA,NA,NA,4,5,4,4,4,4,3,4,4,4,4,2,36,2,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27712,2,Y,-78885000,36088000
757,1,1,3,1,2,3,2,1,1,2,1,1,1,1,1,1,4,4,4,4,1,4,4,2,3,2,43,3,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27707,4,Y,-78909000,35969000
758,4,4,4,4,4,4,5,4,2,1,2,2,2,NA,3,4,5,5,5,5,4,4,4,4,4,2,17,2,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27707,3,Y,-78983000,35970000
759,5,NA,3,1,4,4,4,4,2,1,2,1,1,NA,3,3,5,5,4,4,4,4,NA,NA,NA,2,23,2,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27707,3,Y,-78970000,35943000
